交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2021/05/21,TXO,202108  ,17600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17700.0000,買權,106,106,106,106,1,149,0,10,277,106,99,,一般,
2021/05/21,TXO,202108  ,17700.0000,買權,99,99,99,99,1,-,-,80,399,99,99,,盤後,
2021/05/21,TXO,202108  ,17700.0000,賣權,-,-,-,-,0,1910,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17700.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17800.0000,買權,-,-,-,-,0,135,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17800.0000,賣權,-,-,-,-,0,2000,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17900.0000,買權,110,110,110,110,2,122,2,7.9,250,110,110,,一般,
2021/05/21,TXO,202108  ,17900.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,17900.0000,賣權,-,-,-,-,0,2080,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,17900.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18000.0000,買權,-,-,-,-,0,110,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18000.0000,賣權,-,-,-,-,0,2170,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18100.0000,買權,-,-,-,-,0,99,1,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18100.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18100.0000,賣權,-,-,-,-,0,2260,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18100.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18200.0000,買權,-,-,-,-,0,89,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18200.0000,賣權,-,-,-,-,0,2350,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18300.0000,買權,-,-,-,-,0,80,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18300.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18300.0000,賣權,-,-,-,-,0,2440,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18300.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18400.0000,買權,-,-,-,-,0,72,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18400.0000,賣權,-,-,-,-,0,2530,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18500.0000,買權,-,-,-,-,0,65,2,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18500.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18500.0000,賣權,-,-,-,-,0,2630,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18500.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18600.0000,買權,42,42,40,40,2,58,5,38.5,67,42,37.5,,一般,
2021/05/21,TXO,202108  ,18600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202108  ,18600.0000,賣權,-,-,-,-,0,2720,0,-,-,-,-,,一般,
2021/05/21,TXO,202108  ,18600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,11200.0000,買權,-,-,-,-,0,4660,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,11200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,11200.0000,賣權,65,69,55,67,217,67,1466,65,68,235,30.5,,一般,
2021/05/21,TXO,202109  ,11200.0000,賣權,76,81,73,74,12,-,-,74,79,235,30.5,,盤後,
2021/05/21,TXO,202109  ,11400.0000,買權,-,-,-,-,0,4460,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,11400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,11400.0000,賣權,80,80,71,72,4,72,121,69,77,250,36.5,,一般,
2021/05/21,TXO,202109  ,11400.0000,賣權,91,91,87,87,2,-,-,51,89,250,36.5,,盤後,
2021/05/21,TXO,202109  ,11600.0000,買權,-,-,-,-,0,4270,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,11600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,11600.0000,賣權,84,84,73,79,8,79,27,77,83,272,39,,一般,
2021/05/21,TXO,202109  ,11600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,11800.0000,買權,-,-,-,-,0,4080,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,11800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,11800.0000,賣權,75,75,75,75,3,86,84,86,229,308,41.5,,一般,
2021/05/21,TXO,202109  ,11800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,12000.0000,買權,-,-,-,-,0,3890,2,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,12000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,12000.0000,賣權,111,111,84,100,30,100,273,96,115,336,45,,一般,
2021/05/21,TXO,202109  ,12000.0000,賣權,122,126,122,126,3,-,-,107,127,336,45,,盤後,
2021/05/21,TXO,202109  ,12200.0000,買權,-,-,-,-,0,3700,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,12200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,12200.0000,賣權,106,107,106,107,4,107,39,107,126,340,45,,一般,
2021/05/21,TXO,202109  ,12200.0000,賣權,136,140,136,140,2,-,-,100,-,340,45,,盤後,
2021/05/21,TXO,202109  ,12400.0000,買權,-,-,-,-,0,3520,1,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,12400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,12400.0000,賣權,-,-,-,-,0,123,19,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,12400.0000,賣權,152,152,152,152,1,-,-,100,157,436,61,,盤後,
2021/05/21,TXO,202109  ,12600.0000,買權,-,-,-,-,0,3330,2,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,12600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,12600.0000,賣權,136,141,136,141,4,141,56,135,144,510,53,,一般,
2021/05/21,TXO,202109  ,12600.0000,賣權,171,171,160,160,2,-,-,100,170,510,53,,盤後,
2021/05/21,TXO,202109  ,12800.0000,買權,-,-,-,-,0,3150,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,12800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,12800.0000,賣權,164,164,160,160,4,160,109,120,293,560,65,,一般,
2021/05/21,TXO,202109  ,12800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,13000.0000,買權,-,-,-,-,0,2960,14,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,13000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,13000.0000,賣權,179,179,170,170,17,170,221,165,189,545,70,,一般,
2021/05/21,TXO,202109  ,13000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,13200.0000,買權,-,-,-,-,0,2790,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,13200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,13200.0000,賣權,198,198,198,198,8,198,127,73,332,685,74,,一般,
2021/05/21,TXO,202109  ,13200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,13400.0000,買權,2500,2500,2500,2500,3,2610,15,2410,2720,2500,770,,一般,
2021/05/21,TXO,202109  ,13400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,13400.0000,賣權,184,227,184,218,8,218,43,199,233,800,88,,一般,
2021/05/21,TXO,202109  ,13400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,13600.0000,買權,2370,2370,2370,2370,1,2450,57,2310,2540,2590,650,,一般,
2021/05/21,TXO,202109  ,13600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,13600.0000,賣權,260,260,255,255,3,255,162,104,381,840,98,,一般,
2021/05/21,TXO,202109  ,13600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,13800.0000,買權,2210,2210,2210,2210,1,2280,29,2130,2410,2700,570,,一般,
2021/05/21,TXO,202109  ,13800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,13800.0000,賣權,285,285,285,285,1,285,23,131,411,920,111,,一般,
2021/05/21,TXO,202109  ,13800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,14000.0000,買權,2040,2040,2040,2040,3,2110,20,1960,2130,2400,530,,一般,
2021/05/21,TXO,202109  ,14000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,14000.0000,賣權,-,-,-,-,0,318,88,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,14000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,14200.0000,買權,1890,1890,1890,1890,2,1950,5,1800,1970,2580,430,,一般,
2021/05/21,TXO,202109  ,14200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,14200.0000,賣權,354,354,354,354,2,354,39,324,361,1260,144,,一般,
2021/05/21,TXO,202109  ,14200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,14400.0000,買權,1670,1670,1670,1670,10,1800,43,1640,1890,1670,366,,一般,
2021/05/21,TXO,202109  ,14400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,14400.0000,賣權,378,400,378,400,22,400,177,242,403,1390,148,,一般,
2021/05/21,TXO,202109  ,14400.0000,賣權,468,468,468,468,1,-,-,398,-,1390,148,,盤後,
2021/05/21,TXO,202109  ,14600.0000,買權,1560,1560,1560,1560,4,1630,68,1590,1660,2270,316,,一般,
2021/05/21,TXO,202109  ,14600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,14600.0000,賣權,438,438,430,430,4,430,187,288,444,1540,170,,一般,
2021/05/21,TXO,202109  ,14600.0000,賣權,510,510,510,510,1,-,-,360,467,1540,170,,盤後,
2021/05/21,TXO,202109  ,14800.0000,買權,1400,1480,1340,1410,6,1480,53,1440,1510,2120,288,,一般,
2021/05/21,TXO,202109  ,14800.0000,買權,1300,1300,1300,1300,2,-,-,1280,-,2120,288,,盤後,
2021/05/21,TXO,202109  ,14800.0000,賣權,-,-,-,-,0,486,49,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,14800.0000,賣權,595,595,595,595,1,-,-,154,-,1290,200,,盤後,
2021/05/21,TXO,202109  ,15000.0000,買權,1240,1240,1240,1240,13,1350,69,1300,1370,2060,225,,一般,
2021/05/21,TXO,202109  ,15000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,15000.0000,賣權,530,575,510,575,26,550,94,481,565,1430,200,,一般,
2021/05/21,TXO,202109  ,15000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,15200.0000,買權,1120,1120,1120,1120,1,1210,59,1060,1300,1920,680,,一般,
2021/05/21,TXO,202109  ,15200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,15200.0000,賣權,-,-,-,-,0,615,76,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,15200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,15400.0000,買權,995,995,995,995,5,1090,36,1030,1200,1870,149,,一般,
2021/05/21,TXO,202109  ,15400.0000,買權,900,900,900,900,1,-,-,800,-,1870,149,,盤後,
2021/05/21,TXO,202109  ,15400.0000,賣權,625,720,625,720,5,690,2073,530,690,1600,266,,一般,
2021/05/21,TXO,202109  ,15400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,15600.0000,買權,-,-,-,-,0,960,24,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,15600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,15600.0000,賣權,-,-,-,-,0,760,126,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,15600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,15800.0000,買權,810,810,810,810,1,835,52,800,855,1370,109,,一般,
2021/05/21,TXO,202109  ,15800.0000,買權,745,745,745,745,1,-,-,585,800,1370,109,,盤後,
2021/05/21,TXO,202109  ,15800.0000,賣權,825,890,825,890,3,835,66,720,975,1700,324,,一般,
2021/05/21,TXO,202109  ,15800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,16000.0000,買權,710,745,630,715,9,715,138,705,750,1410,358,,一般,
2021/05/21,TXO,202109  ,16000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,16000.0000,賣權,920,970,920,970,12,915,50,905,950,1600,380,,一般,
2021/05/21,TXO,202109  ,16000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,16200.0000,買權,580,610,565,610,10,610,158,510,745,1270,86,,一般,
2021/05/21,TXO,202109  ,16200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,16200.0000,賣權,-,-,-,-,0,1010,38,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,16200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,16400.0000,買權,550,550,490,490,9,520,31,520,680,1150,300,,一般,
2021/05/21,TXO,202109  ,16400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,16400.0000,賣權,1220,1220,1220,1220,13,1120,43,1030,1280,2240,500,,一般,
2021/05/21,TXO,202109  ,16400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,16600.0000,買權,412,412,412,412,14,438,67,438,570,1050,74,,一般,
2021/05/21,TXO,202109  ,16600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,16600.0000,賣權,-,-,-,-,0,1240,41,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,16600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,16800.0000,買權,-,-,-,-,0,372,72,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,16800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,16800.0000,賣權,-,-,-,-,0,1370,7,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,16800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,17000.0000,買權,294,295,294,295,2,314,564,314,470,770,41,,一般,
2021/05/21,TXO,202109  ,17000.0000,買權,265,281,265,281,4,-,-,40,-,770,41,,盤後,
2021/05/21,TXO,202109  ,17000.0000,賣權,-,-,-,-,0,1510,12,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,17000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,17200.0000,買權,270,333,270,333,3,266,105,258,416,710,150,,一般,
2021/05/21,TXO,202109  ,17200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,17200.0000,賣權,-,-,-,-,0,1660,8,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,17200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,17400.0000,買權,224,250,198,198,6,225,65,211,245,580,20.5,,一般,
2021/05/21,TXO,202109  ,17400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,17400.0000,賣權,-,-,-,-,0,1820,1,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,17400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,17600.0000,買權,-,-,-,-,0,188,72,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,17600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,17600.0000,賣權,-,-,-,-,0,1980,2,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,17600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,17800.0000,買權,155,155,138,138,2,157,53,135,176,398,22,,一般,
2021/05/21,TXO,202109  ,17800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,17800.0000,賣權,-,-,-,-,0,2150,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,17800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,18000.0000,買權,140,140,110,110,16,130,718,111,145,358,70,,一般,
2021/05/21,TXO,202109  ,18000.0000,買權,105,105,105,105,5,-,-,100,186,358,70,,盤後,
2021/05/21,TXO,202109  ,18000.0000,賣權,-,-,-,-,0,2330,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,18000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,18200.0000,買權,95,95,95,95,2,107,85,93,249,281,42,,一般,
2021/05/21,TXO,202109  ,18200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,18200.0000,賣權,-,-,-,-,0,2500,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,18200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,18400.0000,買權,85,88,85,88,11,88,77,76,95,220,53,,一般,
2021/05/21,TXO,202109  ,18400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,18400.0000,賣權,-,-,-,-,0,2680,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,18400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,18600.0000,買權,69,75,69,75,3,75,100,55,120,175,44,,一般,
2021/05/21,TXO,202109  ,18600.0000,買權,69,70,69,70,2,-,-,51,86,175,44,,盤後,
2021/05/21,TXO,202109  ,18600.0000,賣權,-,-,-,-,0,2870,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,18600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,18800.0000,買權,62,62,62,62,1,62,81,66,201,153,35,,一般,
2021/05/21,TXO,202109  ,18800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,18800.0000,賣權,-,-,-,-,0,3060,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,18800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,19000.0000,買權,-,-,-,-,0,58,34,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,19000.0000,買權,40.5,52,40.5,52,2,-,-,24,188,128,35.5,,盤後,
2021/05/21,TXO,202109  ,19000.0000,賣權,-,-,-,-,0,3250,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,19000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,19200.0000,買權,55,55,55,55,1,55,18,3.4,187,105,21,,一般,
2021/05/21,TXO,202109  ,19200.0000,買權,39,39,39,39,1,-,-,21,181,105,21,,盤後,
2021/05/21,TXO,202109  ,19200.0000,賣權,-,-,-,-,0,3450,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,19200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,19400.0000,買權,-,-,-,-,0,45.5,42,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,19400.0000,買權,80,80,80,80,1,-,-,18,77,107,24.5,,盤後,
2021/05/21,TXO,202109  ,19400.0000,賣權,-,-,-,-,0,3640,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,19400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,19600.0000,買權,-,-,-,-,0,37.5,21,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,19600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,19600.0000,賣權,-,-,-,-,0,3830,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,19600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,19800.0000,買權,-,-,-,-,0,30.5,353,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,19800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,19800.0000,賣權,-,-,-,-,0,4020,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,19800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,20000.0000,買權,23.5,25,23.5,25,8,25,77,24,41.5,56,16.5,,一般,
2021/05/21,TXO,202109  ,20000.0000,買權,21,21,21,21,1,-,-,21.5,165,56,16.5,,盤後,
2021/05/21,TXO,202109  ,20000.0000,賣權,-,-,-,-,0,4220,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,20000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,20200.0000,買權,-,-,-,-,0,23,165,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,20200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,20200.0000,賣權,-,-,-,-,0,4410,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,20200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,20400.0000,買權,-,-,-,-,0,21.5,165,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,20400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,20400.0000,賣權,-,-,-,-,0,4610,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,20400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,20600.0000,買權,-,-,-,-,0,20,158,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,20600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,20600.0000,賣權,-,-,-,-,0,4810,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,20600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,20800.0000,買權,-,-,-,-,0,19,152,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,20800.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,20800.0000,賣權,-,-,-,-,0,5010,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,20800.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,21000.0000,買權,-,-,-,-,0,18,17,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,21000.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,21000.0000,賣權,-,-,-,-,0,5210,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,21000.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,21200.0000,買權,17,17,17,17,2,17,4,16.5,17.5,19,12,,一般,
2021/05/21,TXO,202109  ,21200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202109  ,21200.0000,賣權,-,-,-,-,0,5410,0,-,-,-,-,,一般,
2021/05/21,TXO,202109  ,21200.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202112  ,12200.0000,買權,-,-,-,-,0,3590,0,-,-,-,-,,一般,
2021/05/21,TXO,202112  ,12200.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202112  ,12200.0000,賣權,212,232,212,225,14,225,65,215,225,415,212,,一般,
2021/05/21,TXO,202112  ,12200.0000,賣權,263,263,220,220,10,-,-,199,289,415,220,,盤後,
2021/05/21,TXO,202112  ,12400.0000,買權,-,-,-,-,0,3410,0,-,-,-,-,,一般,
2021/05/21,TXO,202112  ,12400.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202112  ,12400.0000,賣權,230,240,230,240,6,240,75,239,387,486,230,,一般,
2021/05/21,TXO,202112  ,12400.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202112  ,12600.0000,買權,-,-,-,-,0,3240,0,-,-,-,-,,一般,
2021/05/21,TXO,202112  ,12600.0000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
2021/05/21,TXO,202112  ,12600.0000,賣權,271,276,271,272,19,272,28,258,291,470,271,,一般,
2021/05/21,TXO,202112  ,12600.0000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後,
